-300090636 -356386607 0
381850404 -143748912 0
454344970 -317112792 0
-428660104 95551484 1
396537456 4136305 0
-492983499 196429007 0
-478893787 -241173434 0
-178580689 -106482651 0
123235129 55637470 0
330741644 -304544550 0
-227494512 -336890597 1
-190566706 62083842 0
26724772 408321736 0
205115758 -237988833 1
-361799793 -466622422 1
527685020 -482427918 0
351245534 109863333 1
-18775113 22486714 0
152366035 454256711 0
313897946 91690537 0
71481578 -449625793 0
19606572 42197607 0
126692141 305668413 1
71285648 182666677 1
300464539 -58759430 1
-48083238 -259520417 1
-206716819 55926224 1
-227326407 -146177791 1
-182325508 -85804770 0
-412020452 466397416 0
-67053345 -250643662 0
-180974339 -420938436 0
-178293266 -475347467 1
141708310 270687873 1
467191911 398936657 0
281299802 101223674 1
227233351 -142719936 1
385315363 24693685 1
93617177 360214231 0
-400983464 41544148 0
-421248260 -40417345 0
166241273 -219143582 0
-108701545 148615732 1
-171874682 -528044908 0
-310592507 105155121 1
-429525158 -28943328 0
206710158 137877731 0
-241449265 -328378715 0
-182078539 -54986043 0
285066064 -283629178 0
106731285 210505879 1
-184078753 418655174 1
-24748604 -81917745 0
117284763 -304362504 1
334612778 -264830499 0
-375599520 283119339 0
-172284090 -72594576 0
63441642 -304943451 0
-393434750 -458009219 0
-40908134 -367679853 1
-90036256 256807045 1
168069880 243396304 0
458547535 77968659 1
-68557270 -215680097 1
483770170 286351811 0
232832792 181881531 1
-377767775 98737102 1
82385975 511615753 0
216269519 -383970183 1
-333448927 315977334 1
-234800541 -374215989 0
395687439 20326567 1
299350742 15680733 0
-121017828 -171426659 0
-249709722 327851567 0
378290579 131110160 1
10221416 533610873 0
232355476 313689782 1
260672643 -353555920 0
490525134 445291145 1
-190043998 120547466 0
174450265 442515917 1
519212042 -512565432 0
363976217 -339931927 0
-491948752 -170823183 1
-320128847 -64530211 0
389387935 411170127 0
-495668862 -109397968 1
-178222225 -94668820 0
80267404 279978151 1
-97648417 -320173887 1
-304601190 -393214643 0
-349521254 -300823845 1
152319432 53216064 0
168306855 231658328 1
-329556347 -517926701 1
145977386 444760922 0
-450814689 45315662 1
-488725589 -164605911 0
-102711350 -380057067 0
-434098216 471032695 0
-348556960 -337356636 1
402540341 -197363987 1
226045838 -109535299 1
-362627401 -234581672 1
-225356704 -76080335 0
-331879709 -363659335 1
-32142268 -267785427 1
-88203462 -454333199 0
-174149168 -114805610 1
379113876 -513533885 0
90863551 -503260130 1
257839955 349102564 1
122254827 376655651 0
184925899 465222341 0
-480178243 486912823 0
431463033 -281429849 1
392280697 407301354 0
96171590 223430896 1
-222350268 -26426897 1
-373642029 112584278 1
-49291597 -471253173 0
488050382 247179902 0
-446724060 -23008652 0
-424004207 -127652063 0
269641734 215595305 0
-132816509 264864444 1
-78604359 -165677760 1
299366415 274369852 1
-529549859 -251462514 0
-307951497 111175741 0
240727173 -278204636 1
-441035864 526515175 1
-489663310 -427439648 1
-279621205 -196114362 0
-283910537 51893036 0
263285766 388053249 0
35249958 -436674641 0
-131425997 -151791593 1
-150537677 -277351662 0
427559085 446449162 1
-85917848 -105370178 1
-337082310 -61773895 0
401842788 -360213692 0
320075849 -235011854 1
-530973579 -44642938 0
-93792089 65563868 0
322248462 299718206 0
-415780531 -233373590 1
485607888 -60444069 0
-423231146 450842478 1
231428283 -357793289 0
-206538027 -455816269 1
507577662 -60829091 0
416680340 77269354 0
438740510 173633839 0
519184194 57082027 1
-19271687 489540217 0
-381307709 65509801 1
470554150 -311571832 0
-130286759 -87271213 0
420331259 497413673 0
-353462465 -496978775 0
522157437 293203610 0
-436428933 37105620 0
36688815 141255431 0
108002482 -206512562 0
396804436 105606275 1
302570745 -423758817 0
429686576 -169767054 1
-535635499 113562306 1
9131943 -151078670 0
-422560462 189456453 0
-245519598 409173376 0
492423693 478100207 0
-153756848 -335288065 0
-325236181 483316980 0
88493262 184504451 1
516446341 271041182 1
-277153912 -92174915 1
178692929 78899459 1
-36131326 -416647179 1
-512429582 -440881516 0
106467806 259731629 1
-213929148 -369971720 0
168972280 76987727 1
437697565 447538428 0
-355771541 528892902 1
-116731841 -409242019 1
210715365 413028274 0
-144349504 208044141 1
58506105 282058150 0
-164095816 -527490051 0
-53349411 -351988725 0
-110764899 -46908037 1
-39078831 35028840 0
179009125 -56832142 0
-255061423 415331968 0
414611029 -34516322 0
261041132 9954534 1
-292854794 366866176 1
-245008481 -167494768 1
503730485 39425378 0
-361251338 -184108919 1
-520843031 -176385858 1
18252740 -350213423 1
-289392671 131013818 0
-534883431 225799309 1
339019903 -468747025 1
422429607 -320935121 0
59365836 -195423503 1
-447381603 -47513722 1
-317376458 509923928 1
205470869 400349736 1
-411424609 134848289 1
-524586628 -410689537 1
308611541 496396509 0
-281562988 422629189 1
-365993153 412907994 1
143483074 -23808801 1
-219966101 -35984792 0
-517899831 58783457 1
-451353285 -100331130 0
-374362123 488616496 0
401614707 -80271829 0
-21899302 -489799952 0
-143797767 -500408666 0
-261016390 -458734934 1
208954997 76882183 1
-401283228 -63288693 0
187948201 -424801309 0
320784226 317703214 0
-154394113 6224204 1
-302325815 414907292 0
-218039800 311992344 0
-77256883 245891471 0
-60248034 170113258 0
-31855170 -312603274 1
-25305058 -296039866 0
-509601815 -302596277 1
-127231962 355228682 0
-151389203 -335949963 0
370633727 482689022 1
262497649 112454326 1
74892807 117576316 0
-5173387 137562284 1
270527697 326363767 0
395689914 -83184375 0
-52426853 -147978182 0
271658562 351130190 0
200526676 -492728286 1
378317596 -276274504 1
-206686201 -237812834 0
111884481 201148914 1
336133384 510179585 0
439280322 -176143116 0
212382162 108321824 1
-138481394 236700453 0
41947871 351140229 1
240219441 86468497 1
98706191 -461902071 0
450340223 195317755 0
197315043 203223462 0
185336504 360934560 0
80585568 404287520 0
360180695 422531963 1
221279578 105070525 0
-526737216 465084931 1
-91720033 -460950092 1
-416399322 498260835 1
329435374 -440897081 0
321616801 -524293105 1
421436808 336479259 1
-532122867 151062391 1
-353482168 383250296 1
536531410 283243218 0
447678821 -495197934 0
431593454 -161681050 0
140363529 144739913 0
204316549 -203591672 0
138486985 -40291548 1
-108720942 -25215813 1
284558394 -95477394 0
360971212 -117318222 1
14441613 282627553 0
-305732468 -106856051 1
302850469 -144761272 0
173025183 -271426480 1
253259693 434635232 1
337123830 -63092317 0
332184241 351966141 1
-224077288 -27793843 1
-505251037 -310512527 1
-31381629 92661627 0
162293134 110903413 1
262985270 -377259054 0
-173684489 -293397092 1
-221950027 -332900332 0
536380717 -155837996 0
-469226458 -304000398 0
507604528 389320751 0
-379638503 -355473848 0
-289022037 198581189 0
275016507 288436994 0
389857465 -517019407 0
-455913810 -514011535 0
126078291 -476878125 1
440144743 -344279273 1
-523461799 -461360492 1
-47929624 -439342646 0
306481035 -147469477 1
2072527 499691084 1
398886845 -227695633 0
-443713377 -172385031 0
211631869 -306758419 0
-450860725 26147816 1
-502846055 -315653777 1
-442173678 -208869731 1
61610374 -389768834 1
471077035 -432088656 0
-202344499 332737583 1
7415531 -263584526 0
-75809199 91229013 0
432446715 -163226280 1
-355530218 -164984397 1
-61374106 295275432 0
24258276 128877289 1
414268765 53862879 0
-82385784 -318245951 1
-506397430 496938391 0
228516063 -413993837 1
-360622293 361063399 0
341849620 -187400488 1
-5953111 -317838567 1
322336660 -476958415 1
526876100 -510961584 1
399925985 -126268743 1
-245626954 446764997 1
332638315 504820728 0
-11872804 10310444 0
-220592131 385538148 1
-501115523 425951059 0
379114236 -202920815 0
-511915483 -263232362 0
-101521073 214009740 1
40694132 435092161 1
-354506811 -167923646 0
-361406355 -98526079 0
-242519355 -227502576 0
117983598 48211754 0
452767681 349808987 0
527887004 316858334 1
-385842529 -318088875 0
357811968 -465550186 0
-50908718 277279653 0
69347460 -268354054 0
357061731 342955089 0
-215932150 -430642324 1
68967619 92746788 0
-175885594 113302387 0
320839130 -417422815 0
-441531243 -243864484 1
7881697 -18502452 0
-36081771 -486164115 1
-89054019 102049393 1
1612926 -402649457 1
347929357 157852139 0
-281347284 -278745633 1
-9830492 479683572 0
180664111 482607155 0
-64724083 313753079 0
417837038 200634341 0
157866941 -228081940 1
-499579305 -444113851 0
-532361303 393766324 0
346309318 -201176905 0
-162575110 -262680082 0
296587038 -395818772 0
186120728 515094294 1
-531315009 -375505031 0
161270620 229445006 1
-356680403 -247770402 0
15851533 210288046 1
2330790 -43025440 0
367332431 -375158885 0
409510570 249903001 1
279249163 -191264826 1
-446540234 -21321598 1
450295962 -100001115 0
-24510083 343678401 0
-203097115 534259648 1
211961225 -405789878 1
150308358 249028351 0
-171147520 20196109 0
97478927 17862408 1
490716797 -240219265 1
-373926527 -159293249 1
-277244707 61482607 0
-534932233 -352080788 0
-8049046 -312789918 0
-298264133 161663423 0
-309614807 -374675693 0
374539228 -264368743 0
455619290 -588663 1
345667314 -444297328 1
77130450 -266851465 0
124756123 423418514 0
-448898395 -14015033 1
524524965 117066414 1
33392585 -161177495 1
458538777 -21995592 1
141033071 -392683692 0
264368369 -252536596 0
-139485308 60889411 1
-8012673 -172614090 1
234305942 -49079521 0
-162285290 -379122372 0
-185299120 90192494 1
105274899 -406512035 1
115653584 435387668 0
-12551809 -130756786 1
-399208002 -152096963 0
-474834303 434874686 0
372362323 185026559 0
-234922598 75454404 0
310485477 174181106 0
209159953 403619986 0
-56675687 530592870 1
506421773 519544550 1
524541340 -362020521 0
-114570383 -339095886 0
226761878 -90981414 1
-19731442 295034514 1
441019094 110018350 1
128309860 -422023143 1
-425461420 92823713 0
73993619 -141080359 1
-115076278 480367677 0
324768577 -45035684 0
-229810109 63631402 0
-382666731 -504448930 0
-213843707 272917308 0
198767618 -465859578 1
92499932 -286266411 0
224802431 -485026187 1
131178995 104666754 0
-517370196 -106420946 1
-363256380 354248434 0
-72641189 356300021 0
310635478 329114206 0
299173280 -319597792 1
-155949598 -74105704 1
15278319 458610451 0
-63910441 370803289 1
-119637150 529197423 1
278945937 -526307862 1
258164335 -458982136 1
159248477 464553562 1
457359568 -43931090 1
-351376023 -49266344 0
-420238883 -277701376 1
73345130 446916748 0
-486289689 373780598 0
-198029579 353867627 0
-530604247 73646343 1
387017302 -18070374 0
349602949 -441698084 1
253343658 -100565536 1
130044906 354616631 1
-493068613 161519717 0
423453701 119732486 1
-498974892 167587386 0
-28327859 18007760 1
237639055 385031017 0
-422058790 462839184 1
253149713 -98774930 1
17381551 -342139905 1
331812546 531974278 1
215980343 115235505 0
433110291 377891880 1
-28946258 492543962 0
-23407395 192888861 1
236553936 535927053 1
298978689 -365519296 0
336198051 408595132 0
-382400004 -532152718 1
-448497807 -395371620 1
-71826133 413720896 1
326046762 68180617 1
403936570 -350953022 0
-397389671 -4674535 1
-503126513 -415890067 0
-481870942 313472704 0
-342011934 -218862508 1
349554265 -187770018 0
463640827 487392371 0
-464535540 -522613049 1
20859250 -379157060 1
65670821 313143015 0
23365161 -3964839 0
